temiz_metin,konu_1_skor,konu_2_skor,dominant_konu,dominant_konu_skor
"Asist Analiz Asist Analiz @asistanaliz · Beşiktaş Başkanı Serdal Adalı, taraftarlara üçlü çektirdi. 0:05 / 0:22 AA SPOR AA SPOR AA SPOR 1 1 1 19 19 19 4 B 4 B 4 B",0.01586165651679039,0.9841383695602417,2,0.98413837
Asist Analiz Asist Analiz @asistanaliz · Paul Scholes'un turnuva çeyrek finaldeyken yaptığı Şampiyonlar Ligi tahminleri  0:01 / 0:21 11 11 11 6 6 6 293 293 293 160 B 160 B 160 B,0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · TFF: ""Lig sıralaması ve kupa finalinde alınacak sonuçlar doğrultusunda eşleşmeler aşağıdaki şekilde olacaktır.

Lig şampiyonu ile kupa şampiyonunun aynı takım olması halinde:
Lig şampiyonu ile kupa finalisti,
Lig ikincisi ile lig üçüncüsü,
Lig şampiyonu ile kupa finalistinin aynı Daha fazla göster 1 1 1 5 B 5 B 5 B",0.9920720458030701,0.0,1,0.99207205
"Asist Analiz Asist Analiz @asistanaliz · David Beckham: ""Yani, bence Messi'yle kimseyi karşılaştıramazsınız. Ama Yamal, Messi'ye en yakın oyuncu. Bir gün Lionel Messi kadar iyi olabileceğine inanıyorum."" 2 2 2 3 3 3 223 223 223 9 B 9 B 9 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Manchester United, Casemiro ile San Mames'e gidiyor. 0:58 0:58 TRT Spor TRT Spor TRT Spor 11 11 11 4 B 4 B 4 B",0.0,0.9918703436851501,2,0.99187034
"Asist Analiz Asist Analiz @asistanaliz · Arda Güler'in Alex de Souza'ya yanıt paylaşımı:

""Efsane  "" 18 18 18 4 B 4 B 4 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Mason Mount, Athletic Bilbao'nun ikramını geri çevirmiyor. TRT Spor TRT Spor TRT Spor 22 22 22 8 B 8 B 8 B",0.0,0.9918703436851501,2,0.99187034
Asist Analiz Asist Analiz @asistanaliz · Mason Mount'tan R2+  geliyor. TRT Spor TRT Spor TRT Spor 17 17 17 5 B 5 B 5 B,0.0,0.9918703436851501,2,0.99187034
Asist Analiz Asist Analiz @asistanaliz · Dorgu 'Al da at' dedi. Garnacho atamadı. 0:46 0:45 TRT Spor TRT Spor TRT Spor 5 5 5 6 B 6 B 6 B,0.0,0.9918703436851501,2,0.99187034
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:45 0:45 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,0.0,0.9918703436851501,2,0.99187034
"Asist Analiz Asist Analiz @asistanaliz · Erdal Hoş: ""Trabzonspor'un geçen seneki kadar transfere ihtiyacı yok. Fatih Tekke geldi, 2. yıl şampiyon yapsın hedefi gerçekçi olmayabilir. Fatih Tekke'nin hikayesini 3-4 yıla yayıp, transferi de ona göre yapmak lazım."" 0:06 / 1:03 3 3 3 1 1 1 91 91 91 29 B 29 B 29 B",0.9515918493270874,0.048408184200525284,1,0.95159185
"Asist Analiz Asist Analiz @asistanaliz · Vaftiz Babası: Lionel Messi

Dede: Diego Maradona

Baba: Sergio Agüero

Forma: Fernando Torres

Benjamin Agüero, futbolcu olmak için bütün bileşenleri üstünde birleştirmiş... 0:10 / 0:39 SportsCenter SportsCenter SportsCenter 29 29 29 15 15 15 843 843 843 149 B 149 B 149 B",0.9797672629356384,0.020232753828167915,1,0.97976726
"Asist Analiz Asist Analiz @asistanaliz · Erdal Hoş: ""Ligdeki Galatasaray maçının Trabzonspor için hiçbir önemi yok. Muhtemelen rotasyon yapacak. Bu maç değil, kupa finali önemli Trabzonspor için."" 0:38 0:38 20 20 20 4 B 4 B 4 B",0.9748969078063965,0.025103095918893814,1,0.9748969
Asist Analiz Asist Analiz @asistanaliz · Bruno Fernandes x Nani 8 8 8 5 B 5 B 5 B,0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Real Madrid, Arda Güler'in giderek artan formundan sonra bu yaz Rodrygo'nun takımdan ayrılmasına izin vererek oyuncuyu nakde çevirmek istiyor. (Marca) 2 2 2 2 2 2 59 59 59 8 B 8 B 8 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Erdal Hoş: ""Trabzonspor'un geçen seneki kadar transfere ihtiyacı yok. Fatih Tekke geldi, 2. yıl şampiyon yapsın hedefi gerçekçi olmayabilir. Fatih Tekke'nin hikayesini 3-4 yıla yayıp, transferi de ona göre yapmak lazım."" 0:00 / 1:03 3 3 3 1 1 1 91 91 91 29 B 29 B 29 B",0.9515918493270874,0.048408184200525284,1,0.95159185
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:17 / 1:01 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,0.0,0.9918703436851501,2,0.99187034
"Asist Analiz Asist Analiz @asistanaliz ·  Erdal Hoş ile Trabzonspor Gündemi yayında!  Trabzonspor, Türkiye Kupası'nı kazanır  Trabzonspor kendisiyle yarışmalı  Banza savaşını kaybettim  Davy Klaassen defteri kapandı  Erdal Hoş x Serhat Hergüner  Tamamı için:  https:// 0:00 / 0:39 1 1 1 2 2 2 6 6 6 4 B 4 B 4 B",0.98542320728302,0.014576754532754421,1,0.9854232
"Asist Analiz Asist Analiz @asistanaliz · Paul Scholes: ""Manchester United, nasıl kupa kazanılacağını biliyor. Tottenham bilmiyor..."" 9 9 9 3 B 3 B 3 B",0.32421815395355225,0.6757819056510925,2,0.6757819
Asist Analiz Asist Analiz @asistanaliz · Ekranda Bugün | 9 Mayıs Cuma 4 B 4 B 4 B,0.32421815395355225,0.6757819056510925,2,0.6757819
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:00 / 1:01 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,0.0,0.9918703436851501,2,0.99187034
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:50 0:50 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,0.0,0.9918703436851501,2,0.99187034
"Asist Analiz Asist Analiz @asistanaliz ·  Milli futbolcumuz Yusuf Yazıcı, Fransa'nın ardından Yunanistan'da da lig şampiyonluğu yaşadı.  2024/25:  Super League 1 - Olympiakos  2020/21:  Ligue 1 - Lille Yusuf Yazıcı Yusuf Yazıcı 1 1 1 19 19 19 4 B 4 B 4 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Ruben Amorim: ""Final yüzünden şimdiden strese girdim."" 14 14 14 6 B 6 B 6 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Fenerbahçe'nin transfer listesi:  Ederson   Heung-Min Son  Dusan Vlahovic  Jonathan David

(Sabah) 16 16 16 6 6 6 61 61 61 14 B 14 B 14 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Manchester United, Casemiro ile San Mames'e gidiyor. 0:10 / 1:16 TRT Spor TRT Spor TRT Spor 11 11 11 4 B 4 B 4 B",0.0,0.9918703436851501,2,0.99187034
"Asist Analiz Asist Analiz @asistanaliz ·  2015'te kızıyla birlikte kaldırdığı kupayı bu kez kızı için kaldırmak istiyor.  Luis Enrique, kızı Xana'yı kaybettikten 6 yıl sonra Şampiyonlar Ligi finalinde.

(via: Movistar Plus+) 0:25 0:25 13 13 13 138 138 138 3 B 3 B 3 B 203 B 203 B 203 B",0.9515916109085083,0.048408444970846176,1,0.9515916
"Asist Analiz Asist Analiz @asistanaliz · Pedro Porro, 'Tottenham finalde' diyor. 0:04 / 1:34 TRT Spor TRT Spor TRT Spor 2 2 2 4 B 4 B 4 B",0.0,0.9918703436851501,2,0.99187034
"Asist Analiz Asist Analiz @asistanaliz · @asistanaliz Serdal Adalı: ""İstanbul Yeni Havalimanı yakınlarında 100 dönümlük arazinin tahsisi için çok önemli bir yol kat etmiş bulunuyoruz. Bu arazinin kulübümüze tahsisi ile birlikte altyapı ile ilgili tesis ve antrenman sahalarının yapımına hemen başlamayı planlıyoruz."" 1 B 1 B 1 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Manchester United, Casemiro ile San Mames'e gidiyor. 0:47 0:47 TRT Spor TRT Spor TRT Spor 11 11 11 4 B 4 B 4 B",0.0,0.9918703436851501,2,0.99187034
"Asist Analiz Asist Analiz @asistanaliz · Arda Güler: ""Portekiz ile oynayacağımız maç için biraz heyecanlıydım. Maçtan sonra Ronaldo’nun benimle konuşmasını umuyordum çünkü ona çok saygı duyuyorum. O gün, Marca bu manşeti bastı:

“ARDA, CRISTIANO’YA MEYDAN OKUYOR” 1 1 1 1 1 1 28 28 28 5 B 5 B 5 B",0.951591432094574,0.048408567905426025,1,0.95159143
"Asist Analiz Asist Analiz @asistanaliz · Manchester United taraftarları, oyunculardan kupayı evine getirmesini istiyor. 9 9 9 5 B 5 B 5 B",0.32421815395355225,0.6757819056510925,2,0.6757819
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:05 / 1:01 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,0.0,0.9918703436851501,2,0.99187034
Asist Analiz Asist Analiz @asistanaliz · Mason Mount'tan R2+  geliyor. 0:06 / 1:37 TRT Spor TRT Spor TRT Spor 17 17 17 5 B 5 B 5 B,0.0,0.9918703436851501,2,0.99187034
"Asist Analiz Asist Analiz @asistanaliz · Arda Güler: ""Babam sadece bir Fenerbahçe taraftarı değildi, adeta Fenerbahçe’yle yaşıyordu. Hep, ‘Bizim damarlarımızdaki kan sarı-lacivert akar' derdi.

Babam sayesinde, doğduğum andan itibaren Fenerbahçeli’ydim. Neredeyse kelimenin tam anlamıyla."" 1 1 1 25 25 25 6 B 6 B 6 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Mohamed Salah, Futbol Yazarları Derneği (FWA) tarafından 2025 Yılının Futbolcusu seçildi. 15 15 15 3 B 3 B 3 B",0.32421815395355225,0.6757819056510925,2,0.6757819
Asist Analiz gönderiyi yeniden yayınladı Asist Analiz Asist Analiz Asist Analiz Asist Analiz @asistanaliz · Türk futbol tarihinin en çok kupa kazanan başkanları. 212 212 212 281 281 281 9 B 9 B 9 B 782 B 782 B 782 B,0.32421815395355225,0.6757819056510925,2,0.6757819
Asist Analiz Asist Analiz @asistanaliz · Süper Lig'in 35. haftasında görev yapacak hakemler belli oldu.  Başakşehir-Fenerbahçe: Burak Pakkan  Trabzonspor-Galatasaray: Atilla Karaoğlan  Beşiktaş-Adana Demirspor: Çağdaş Altay 2 2 2 1 1 1 5 5 5 5 B 5 B 5 B,0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Mikel Jauregizar çok rahat, çok profesyonel.

Çok uzaklardan muhteşem bir gol. 1:04 1:04 TRT Spor TRT Spor TRT Spor 1 1 1 8 8 8 5 B 5 B 5 B",0.0,0.9945345520973206,2,0.99453455
"Asist Analiz Asist Analiz @asistanaliz · Victor Osimhen: ""Kariyerimde şu ana kadar en çok keyif aldığım, en tutkulu ve hatta en şefkatli taraftarlara sahip kulüp Galatasaray."" 7 7 7 3 B 3 B 3 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Mikel Jauregizar çok rahat, çok profesyonel.

Çok uzaklardan muhteşem bir gol. 0:05 / 1:10 TRT Spor TRT Spor TRT Spor 1 1 1 8 8 8 5 B 5 B 5 B",0.0,0.9945344924926758,2,0.9945345
"Asist Analiz Asist Analiz @asistanaliz · Beşiktaş Başkanı Serdal Adalı, taraftarlara üçlü çektirdi. AA SPOR AA SPOR AA SPOR 1 1 1 19 19 19 4 B 4 B 4 B",0.01586165651679039,0.9841383695602417,2,0.98413837
Asist Analiz Asist Analiz @asistanaliz · 2 yıl önce bugün: Kevin de Bruyne'nin Real Madrid'e attığı gol ve fileden gelen ses   0:30 0:30 Manchester City Manchester City Manchester City 6 6 6 5 5 5 831 831 831 114 B 114 B 114 B,0.9830548167228699,0.01694522053003311,1,0.9830548
"Asist Analiz Asist Analiz @asistanaliz · Amad Diallo & Höjlund işbirliğinde gol geldi.

Devamında da 'selfie' geldi. 0:00 / 1:16 TRT Spor TRT Spor TRT Spor 5 5 5 5 B 5 B 5 B",0.0,0.9938642978668213,2,0.9938643
"Asist Analiz Asist Analiz @asistanaliz · Athletic Bilbao taraftarları, yarı finalde mağlup olan takımlarını maç sonunda desteklemeye devam etti. 0:18 0:18 Yagüe Yagüe Yagüe 54 54 54 8 B 8 B 8 B",0.015861842781305313,0.9841381907463074,2,0.9841382
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:57 0:57 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,0.0,0.9918703436851501,2,0.99187034
"Asist Analiz Asist Analiz @asistanaliz · Amad Diallo & Höjlund işbirliğinde gol geldi.

Devamında da 'selfie' geldi. 1:12 1:12 TRT Spor TRT Spor TRT Spor 5 5 5 5 B 5 B 5 B",0.0,0.9938642978668213,2,0.9938643
"Asist Analiz Asist Analiz @asistanaliz · Amad Diallo & Höjlund işbirliğinde gol geldi.

Devamında da 'selfie' geldi. 1:13 1:13 TRT Spor TRT Spor TRT Spor 5 5 5 5 B 5 B 5 B",0.0,0.9938642978668213,2,0.9938643
"Asist Analiz Asist Analiz @asistanaliz · Athletic Bilbao: Agirrezabala, Gorosabel, Nunez, Yeray, Yuri, Galarreta, Jaureguizar, Djalo, Berenguer, Unai Gomez, Maroan 2 2 2 4 B 4 B 4 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz ·  PSG, Mbappe'nin ayrıldığı sezon 3'te 3 yapmaya doğru koşuyor.  Mbappe ise sezonu kupasız tamamlamak üzere... 1 1 1 2 2 2 23 23 23 4 B 4 B 4 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Mason Mount, Athletic Bilbao'nun ikramını geri çevirmiyor. 0:00 / 1:29 TRT Spor TRT Spor TRT Spor 22 22 22 8 B 8 B 8 B",0.0,0.9918703436851501,2,0.99187034
Asist Analiz gönderiyi yeniden yayınladı Asist Analiz Asist Analiz Asist Analiz Asist Analiz @asistanaliz · Türk futbol tarihinin en çok kupa kazanan başkanları. 212 212 212 281 281 281 9 B 9 B 9 B 781 B 781 B 781 B,0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Amad Diallo & Höjlund işbirliğinde gol geldi.

Devamında da 'selfie' geldi. TRT Spor TRT Spor TRT Spor 5 5 5 5 B 5 B 5 B",0.0,0.9938642978668213,2,0.9938643
"Asist Analiz Asist Analiz @asistanaliz · Rasmus Hojlund selfie sevinci hakkında: ""Amad o esnada kamerayı nasıl açacağını bulamadı."" 1 1 1 141 141 141 7 B 7 B 7 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Victor Osimhen: ""Türkiye'ye geldiğimden beri her şey harika gidiyor. İstanbul, dünyanın en iyi şehirlerinden biri. İnsanlara alıştım, özellikle Galatasaray taraftarlarına..."" (Galatasaray YouTube) 1 1 1 6 6 6 4 B 4 B 4 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Manchester United, Casemiro ile San Mames'e gidiyor. 1:13 1:13 TRT Spor TRT Spor TRT Spor 11 11 11 4 B 4 B 4 B",0.0,0.9918703436851501,2,0.99187034
Asist Analiz Asist Analiz @asistanaliz · Dorgu 'Al da at' dedi. Garnacho atamadı. 0:05 / 0:51 TRT Spor TRT Spor TRT Spor 5 5 5 6 B 6 B 6 B,0.0,0.9918703436851501,2,0.99187034
"Asist Analiz Asist Analiz @asistanaliz · Bodo/Glimt taraftarları, gece 2.30'da Tottenham'ın kaldığı otelin çevresinde havai fişek patlattı. 0:04 / 0:38 Ultras Bodø Ultras Bodø Ultras Bodø 9 9 9 3 3 3 73 73 73 13 B 13 B 13 B",0.9830547571182251,0.0169452503323555,1,0.98305476
Asist Analiz Asist Analiz @asistanaliz · Tottenham Solanke ile finalin kapısını aralıyor. 0:12 / 1:01 TRT Spor TRT Spor TRT Spor 1 1 1 4 B 4 B 4 B,0.0,0.9918703436851501,2,0.99187034
"Asist Analiz Asist Analiz @asistanaliz · Vaftiz Babası: Lionel Messi

Dede: Diego Maradona

Baba: Sergio Agüero

Forma: Fernando Torres

Benjamin Agüero, futbolcu olmak için bütün bileşenleri üstünde birleştirmiş... SportsCenter SportsCenter SportsCenter 29 29 29 15 15 15 840 840 840 148 B 148 B 148 B",0.9797672629356384,0.020232755690813065,1,0.97976726
"Asist Analiz Asist Analiz @asistanaliz · Victor Osimhen'in cevapları:

• Galatasaray: En iyi
• Okan Buruk: Harika teknik direktör ve harika lider
• RAMS Park: Harika atmosfer
• Mertens: Harika arkadaş, harika efsane, büyük efsane 1 1 1 6 6 6 3 B 3 B 3 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Mikel Jauregizar çok rahat, çok profesyonel.

Çok uzaklardan muhteşem bir gol. 1:06 1:06 TRT Spor TRT Spor TRT Spor 1 1 1 8 8 8 5 B 5 B 5 B",0.0,0.9945344924926758,2,0.9945345
Asist Analiz Asist Analiz @asistanaliz · Mason Mount'tan R2+  geliyor. 0:01 / 1:37 TRT Spor TRT Spor TRT Spor 17 17 17 5 B 5 B 5 B,0.0,0.9918703436851501,2,0.99187034
Asist Analiz Asist Analiz @asistanaliz · GOL! Manchester United 4-1 Athletic Bilbao 90+1' Mount 4 4 4 4 B 4 B 4 B,0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · PFDK, Fenerbahçe'ye Beşiktaş maçında Gedson'un gözüne lazer tutulması nedeniyle 1 milyon 680 bin TL para cezası verdi. 1 1 1 1 1 1 5 5 5 4 B 4 B 4 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Mikel Jauregizar çok rahat, çok profesyonel.

Çok uzaklardan muhteşem bir gol. 0:07 / 1:10 TRT Spor TRT Spor TRT Spor 1 1 1 8 8 8 5 B 5 B 5 B",0.0,0.9945344924926758,2,0.9945345
"Asist Analiz Asist Analiz @asistanaliz · Serdal Adalı: ""Rio Ave, Demir Ege Tıknaz'ın opsiyonunu kullanacak. Başka bir takıma satış için anlaşmışlar."" 14 14 14 5 B 5 B 5 B",0.32421815395355225,0.6757819056510925,2,0.6757819
"Asist Analiz Asist Analiz @asistanaliz · Vaftiz Babası: Lionel Messi

Dede: Diego Maradona

Baba: Sergio Agüero

Forma: Fernando Torres

Benjamin Agüero, futbolcu olmak için bütün bileşenleri üstünde birleştirmiş... 0:36 0:36 SportsCenter SportsCenter SportsCenter 29 29 29 15 15 15 840 840 840 148 B 148 B 148 B",0.9797672629356384,0.020232755690813065,1,0.97976726
"Asist Analiz Asist Analiz @asistanaliz · Amad Diallo & Höjlund işbirliğinde gol geldi.

Devamında da 'selfie' geldi. 1:00 1:00 TRT Spor TRT Spor TRT Spor 5 5 5 5 B 5 B 5 B",0.0,0.9938642978668213,2,0.9938643
"Asist Analiz Asist Analiz @asistanaliz · Manchester United, Casemiro ile San Mames'e gidiyor. 1:11 1:11 TRT Spor TRT Spor TRT Spor 11 11 11 4 B 4 B 4 B",0.0,0.9918703436851501,2,0.99187034
